Symbol,Name,"Market Cap","P/E ttm","EPS ttm","Net Income(a)",Beta,Dividend(a),"Div Yield(a)","Latest Earnings"
MOS,"Mosaic Company",8743507000,8.94,3.08,1164900000,1.41,0.82,3.02%,2024-08-06
MP,"MP Materials Corp",2326010000,0,-0.04,24310000,2.22,N/A,0.00%,2024-08-01
MPC,"Marathon Petroleum Corp",60156996000,8.65,20.22,9681000000,1.4,3.225,1.89%,2024-08-06
MPW,"Medical Properties Trust",2514419000,2.78,-2.22,-556480000.,1.27,0.6,14.32%,2024-08-13
MPWR,"Monolithic Power Sys",40970684000,98.15,8.55,427370000,1.11,4.5,0.53%,2024-07-29
MRK,"Merck & Company",320273312000,58,2.17,365000000,0.38,3.04,2.40%,2024-07-30
MRNA,"Moderna Inc",45344956000,0,-7.53,-4714000000.,1.66,N/A,0.00%,2024-08-01
MRO,"Marathon Oil Corp",15894535000,11.55,2.49,1554000000,2.19,0.43,1.53%,2024-08-07
MRVL,"Marvell Technology Inc",62392448000,92.56,0.78,-933400000.,1.47,0.24,0.33%,2024-08-22
MS,"Morgan Stanley",161849968000,17.37,5.77,9087000000,1.38,3.4,3.41%,2024-07-16
MSA,"Msa Safety Inc",7255344000,25.41,7.28,58580000,0.99,1.92,1.04%,2024-07-29
MSCI,"MSCI Inc",39234888000,35.3,13.91,1148590000,1.1,5.96,1.20%,2024-07-23
MSFT,"Microsoft Corp",3475048960000,39.89,11.55,72361000000,0.89,2.93,0.63%,2024-07-23
MSGS,"Madison Square Garden Sports Corp",4663242000,197.64,0.98,47790000,0.96,N/A,0.00%,2024-08-15
MSI,"Motorola Solutions",64529916000,33.29,11.59,1709000000,0.94,3.82,0.99%,2024-08-01
MSM,"Msc Industrial Direct Company",4356008000,14.54,5.81,343230000,0.88,3.28,4.24%,2024-07-02
MSTR,"Microstrategy Cl A",22733856000,0,-9.27,429120000,3.11,N/A,0.00%,2024-08-06
MTB,"M&T Bank Corp",24442444000,9.9,15.07,2741000000,0.77,5.25,3.58%,2024-07-18
MTCH,"Match Group Inc",7815953000,12.83,2.3,651540000,1.49,N/A,0.00%,2024-08-06
MTD,"Mettler-Toledo International",28748230000,35.37,38.28,788780000,1.17,N/A,0.00%,2024-07-25
MTDR,"Matador Resources Company",7262196000,8.67,6.98,846070000,3.29,0.75,1.29%,2024-07-23
MTG,"Mgic Investment Corp",5715626000,8.2,2.64,712950000,1.28,0.46,2.15%,2024-07-31
MTN,"Vail Resorts",6557487000,23.46,7.35,268150000,1.14,8.56,4.91%,2024-06-06
MTSI,"Macom Technology S",8228130000,65.84,1.7,91580000,1.7,N/A,0.00%,2024-08-01
MTZ,"Mastec Inc",7991886000,50.69,2.03,-49950000.,1.65,N/A,0.00%,2024-08-01
MU,"Micron Technology",145923472000,0,-1.63,-5833000000.,1.18,0.46,0.35%,2024-06-26
MUSA,"Murphy USA Inc",9395821000,19,23.83,556800000,0.77,1.66,0.37%,2024-07-31
NBIX,"Neurocrine Bioscienc",13996594000,38.08,3.63,249700000,0.37,N/A,0.00%,2024-08-06
NCLH,"Norwegian Cruise Ord",7499636000,22.2,0.79,166180000,2.69,N/A,0.00%,2024-08-06
NCNO,"Ncino Inc",3625146000,312.6,0.1,-42350000.,0.59,N/A,0.00%,2024-05-29
NDAQ,"Nasdaq Inc",34730996000,21.71,2.77,1059000000,0.94,0.9,1.49%,2024-07-25
NDSN,"Nordson Corp",12977729000,24.32,9.36,487490000,0.91,2.72,1.20%,2024-08-19
NEE,"Nextera Energy",148111264000,22.1,3.25,7310000000,0.54,1.965,2.73%,2024-07-23
NEM,"Newmont Mining Corp",51326260000,24.97,1.74,-2494000000.,0.47,1.3,2.92%,2024-07-24
NET,"Cloudflare Inc Cl A",29548400000,0,-0.26,-183950000.,1.1,N/A,0.00%,2024-08-01
NEU,"Newmarket Corp",4884216000,12.51,41.57,388860000,0.47,9.5,1.87%,2024-07-29
NFE,"New Fortress Energy Llc",4088976000,7.95,2.56,547880000,1.49,0.4,2.01%,2024-08-13
NFG,"National Fuel Gas Company",4983794000,10.9,5.04,476870000,0.62,2,3.69%,2024-08-07
NFLX,"Netflix Inc",297670144000,47.36,14.41,5407990000,1.27,N/A,0.00%,2024-07-18
NI,"NiSource Inc",12794625000,17.05,1.68,714300000,0.5,1.03,3.61%,2024-08-07
NKE,"Nike Inc",113850952000,19,3.96,5700000000,1.01,1.45,1.92%,2024-06-27
NLY,"Annaly Capital Management Inc",9513364000,7.02,2.7,-1643170000.,1.54,2.6,13.68%,2024-07-24
NNN,"NNN REIT Inc",7762996000,12.87,2.18,392340000,1.07,2.26,5.34%,2024-08-07
NOC,"Northrop Grumman Corp",64335696000,18.13,24.11,2056000000,0.33,7.67,1.76%,2024-07-25
NOV,"Nov Inc",7127560000,12.17,1.52,993000000,1.7,0.225,1.25%,2024-07-25
NOW,"Servicenow Inc",165326336000,159.74,4.92,1731000000,0.99,N/A,0.00%,2024-07-24
NRG,"NRG Energy",16086008000,17.04,4.66,-202000000.,1.07,1.57,2.03%,2024-08-13
NSA,"National Storage Affiliates Tru",3054033000,15.49,1.91,156670000,0.95,2.24,5.50%,2024-08-05
NSC,"Norfolk Southern Corp",48765796000,19.81,10.92,1827000000,1.32,5.4,2.50%,2024-07-25
NTAP,"Netapp Inc",26566980000,25.54,5.1,986000000,1.27,2.52,1.95%,2024-08-28
NTNX,"Nutanix Inc",14823124000,390.87,0.15,-254560000.,1.16,N/A,0.00%,2024-08-29
NTRA,"Natera Inc",13844810000,0,-3.12,-434800000.,1.48,N/A,0.00%,2024-08-01
NTRS,"Northern Trust Corp",17007732000,13.11,6.44,1107300000,1.1,3,3.61%,2024-07-17
NU,"Nu Holdings Ltd Cl A",61099312000,42.86,0.29,1030530000,1.14,N/A,0.00%,2024-08-20
NUE,"Nucor Corp",36884984000,9.2,17,4524800000,1.57,2.13,1.38%,2024-07-22
NVDA,"Nvidia Corp",3095417920000,75.55,1.7,29760000000,1.68,0.022,0.02%,2024-08-28
NVR,"NVR Inc",23252332000,15.54,479.77,1591610000,1.17,N/A,0.00%,2024-07-23
NVST,"Envista Holdings Corp",2820190000,11.55,1.41,-100200000.,1.31,N/A,0.00%,2024-08-07
NVT,"Nvent Electric Plc",12597521000,24.47,3.16,567100000,1.31,0.73,0.96%,2024-07-26
NWL,"Newell Rubbermaid Inc",2516112000,7.38,0.85,-388000000.,0.89,0.28,4.62%,2024-07-26
NWS,"News Corp Cl B",16144955000,42.55,0.67,149000000,1.35,0.2,0.71%,2024-08-08
NWSA,"News Corp Cl A",15660549000,41.28,0.67,149000000,1.33,0.2,0.73%,2024-08-08
NXST,"Nexstar Media Group Inc",5519265000,14.17,11.82,346000000,1.5,6.08,3.63%,2024-08-08
NYT,"New York Times Company",8588536000,29.72,1.76,232390000,1.06,0.46,0.88%,2024-08-13
O,"Realty Income Corp",46229392000,12.92,1.08,872310000,0.96,3.088,5.82%,2024-08-05
OC,"Owens Corning Inc",14353864000,11.1,15.17,1196000000,1.42,2.24,1.35%,2024-07-24
ODFL,"Old Dominion Freight Line Inc",39713180000,32.02,5.69,1239500000,1,0.92,0.50%,2024-07-24
OGE,"Oge Energy Corp",7123465000,18.07,1.97,416800000,0.74,1.669,4.70%,2024-08-13
OGN,"Organon & Co.",5171709000,4.95,4.1,1023000000,0.85,1.12,5.57%,2024-08-13
OHI,"Omega Healthcare Investors",8369243000,12.02,1.11,242180000,0.97,2.68,7.91%,2024-08-07
OKE,"Oneok Inc",48004964000,19.26,4.3,2659000000,1.65,3.89,4.73%,2024-08-05
OKTA,"Okta Inc Cl A",16208574000,0,-1.44,-355000000.,1.03,N/A,0.00%,2024-05-29
OLED,"Universal Display",10356881000,47.39,4.6,203010000,1.42,1.5,0.69%,2024-08-01
OLLI,"Ollies Bargain CS",6031950000,30.87,3.14,181440000,0.9,N/A,0.00%,2024-08-29
OLN,"Olin Corp",5459928000,17.46,2.65,460200000,1.44,0.8,1.75%,2024-07-25
OMC,"Omnicom Group Inc",17409642000,11.83,7.54,1391400000,0.95,2.8,3.15%,2024-07-16
OMF,"Onemain Holdings Inc",5668164000,8.99,5.42,641000000,1.58,4.04,8.54%,2024-07-24
ON,"On Semiconductor",31570422000,14.39,5.05,2183700000,1.69,N/A,0.00%,2024-07-29
ONTO,"Onto Innovation Inc",11254146000,57.09,3.99,121160000,1.39,N/A,0.00%,2024-08-08
ORCL,"Oracle Corp",399131232000,32.3,4.47,10467000000,1.02,1.6,1.10%,2024-06-11
ORI,"Old Republic International Corp",8125089000,11.25,2.7,598700000,0.83,1.02,3.41%,2024-07-25
ORLY,"O'Reilly Automotive",60473536000,25.9,39.4,2346580000,0.92,N/A,0.00%,2024-07-24
OSK,"Oshkosh Truck Corp",6733687000,9.48,11.18,598000000,1.22,1.74,1.69%,2024-07-31
OTIS,"Otis Worldwide Corp",39170808000,26.66,3.62,1406000000,1.03,1.41,1.46%,2024-07-24
OVV,"Ovintiv Inc",12419956000,7.4,6.46,2085000000,2.63,1.2,2.58%,2024-07-25
OWL,"Blue Owl Capital Inc",25275542000,26.42,0.67,54340000,1.18,0.6,3.39%,2024-08-01
OXY,"Occidental Petroleum Corp",54785304000,19.18,3.25,4696000000,1.61,0.8,1.29%,2024-08-07
OZK,"Bank Ozk",4519250000,6.81,5.97,690780000,1.2,1.5,3.77%,2024-07-17
PAG,"Penske Automotive Group",9613186000,9.77,14.95,1053200000,1.18,3.34,2.32%,2024-07-24
PANW,"Palo Alto Networks Inc",110768736000,109.36,3.12,439700000,1.14,N/A,0.00%,2024-08-16
PARA,"Paramount Global Cl B",7871118000,10.81,1.06,-608000000.,1.78,0.2,1.69%,2024-08-05
PARAA,"Paramount Global Cl A",13356368000,18.96,1.06,-608000000.,1.68,0.2,0.98%,2024-08-05
PATH,"Uipath Inc Cl A",7583581000,0,-0.11,-89880000.,0.86,N/A,0.00%,2024-05-29
PAYC,"Paycom Software Inc",8249296000,17.87,8.01,340790000,1.16,1.5,1.06%,2024-08-06
PAYX,"Paychex Inc",42310056000,24.88,4.72,1690400000,1,3.65,3.11%,2024-06-26
PB,"Prosperity Bancshares",5696799000,12.66,4.78,419320000,0.91,2.23,3.76%,2024-07-24
PCAR,"Paccar Inc",52529816000,10.58,9.64,4600800000,0.92,4.31,4.30%,2024-07-23
PCG,"Pacific Gas & Electric Company",49609944000,13.15,1.31,2256000000,1.08,0.03,0.17%,2024-07-25
PCOR,"Procore Technologies Inc",10075939000,0,-0.66,-189690000.,0.75,N/A,0.00%,2024-08-07
PCTY,"Paylocity Holdings Corp",7609155000,35.52,3.72,140820000,0.92,N/A,0.00%,2024-08-01
PEG,"Public Service Enterprise Group Inc",36892784000,21.76,3.4,2563000000,0.59,2.34,3.16%,2024-07-30
PEGA,"Pegasystems Inc",4975105000,43.94,1.33,67810000,1.08,0.12,0.21%,2024-07-24
PEN,"Penumbra Inc",7019953000,78.16,2.27,90950000,0.55,N/A,0.00%,2024-07-30
PENN,"Penn Entertainment Inc",2990990000,0,-0.85,-490000000.,2.11,N/A,0.00%,2024-08-08
PEP,"Pepsico Inc",226001088000,21.03,7.73,9074000000,0.52,5.15,3.13%,2024-07-11
PFE,"Pfizer Inc",158947920000,19.51,1.42,2119000000,0.69,1.66,5.92%,2024-07-30
PFG,"Principal Financial Group Inc",18368676000,11.76,6.73,623200000,1.21,2.72,3.47%,2024-07-25
PFGC,"Performance Food Group Company",9918582000,16.14,3.99,397200000,1.42,N/A,0.00%,2024-08-21
PG,"Procter & Gamble Company",389917920000,24.97,6.56,14653000000,0.41,3.829,2.32%,2024-07-30
PGR,"Progressive Corp",123102000000,22.66,9.28,3902400000,0.35,1.25,0.59%,2024-07-11
PH,"Parker-Hannifin Corp",64977476000,20.76,24.7,2082940000,1.44,6.07,1.20%,2024-08-01
PHM,Pultegroup,21865050000,8.72,12.05,2602370000,1.61,0.76,0.73%,2024-07-23
PII,"Polaris Inc",4195599000,10.31,7.34,502800000,1.53,2.62,3.53%,2024-07-23
PINC,"Premier Inc Cl A",1926591000,8.24,2.23,175030000,0.42,0.84,4.57%,2024-08-27
PINS,"Pinterest Inc",29724724000,179.67,0.24,-35610000.,0.97,N/A,0.00%,2024-08-06
PK,"Park Hotels & Resorts Inc",3049459000,6.79,0.56,97000000,2.03,2.35,16.23%,2024-07-31
PKG,"Packaging Corp of America",15945430000,21.87,8.21,765200000,0.77,5,2.82%,2024-07-23
PLD,"Prologis Inc",105972096000,19.98,3.42,3059210000,1.06,3.66,3.20%,2024-07-17
PLNT,"Planet Fitness",6512901000,31.2,2.37,138310000,1.49,N/A,0.00%,2024-08-01
PLTK,"Playtika Holding Corp",2768615000,11.46,0.65,235000000,0.85,0.2,2.68%,2024-08-13
PLTR,"Palantir Technologies Inc Cl A",60638376000,235,0.11,209830000,2.71,N/A,0.00%,2024-08-05
PM,"Philip Morris International Inc",158751376000,16.54,6.13,7813000000,0.58,5.2,5.09%,2024-07-23
PNC,"PNC Bank",62276424000,11.71,13.48,5578000000,1.15,6.2,3.96%,2024-07-16
PNFP,"Pinnacle Finl Ptnrs",5943778000,11.52,6.79,562150000,1.08,0.88,1.14%,2024-07-16
PNR,"Pentair Ltd",12350599000,19.77,3.78,622700000,1.21,0.9,1.21%,2024-07-25
PNW,"Pinnacle West Capital Corp",8613449000,16.45,4.59,501560000,0.51,3.505,4.62%,2024-08-01
PODD,"Insulet Corp",13790876000,61.09,3.22,206300000,1.16,N/A,0.00%,2024-08-13
POOL,"Pool Corp",11490265000,24.01,12.54,523230000,1,4.5,1.50%,2024-07-25
POST,"Post Holdings Inc",6346989000,16.43,6.35,301300000,0.64,N/A,0.00%,2024-08-01
PPC,"Pilgrim's Pride",9020419000,16.25,2.38,321570000,0.78,N/A,0.00%,2024-07-24
PPG,"PPG Industries",29366436000,16.2,7.71,1270000000,1.26,2.6,2.08%,2024-07-18
PPL,"PPL Corp",20221482000,16.58,1.66,740000000,0.81,0.995,3.63%,2024-08-02
PR,"Permian Resources Corp",12357698000,11.99,1.4,476310000,4.37,0.57,3.55%,2024-08-07
PRGO,"Perrigo Company",3467981000,10.82,2.42,-12700000.,0.51,1.098,4.32%,2024-08-13
PRI,"Primerica Inc",8018105000,14.34,16.43,576600000,1.09,2.8,1.20%,2024-08-05
PRU,"Prudential Financial Inc",41945560000,9.81,12.08,2488000000,1.34,5.1,4.36%,2024-08-01
PSA,"Public Storage",50902264000,17.06,11.01,2148330000,0.65,12,4.14%,2024-08-07
PSN,"Parsons Corp",11687011000,33.73,2.39,161150000,0.81,N/A,0.00%,2024-08-07
PSTG,"Pure Storage Inc",21036136000,120.17,0.53,61310000,1.11,N/A,0.00%,2024-05-29
PSX,"Phillips 66",58674956000,10.41,13.49,7015000000,1.34,4.3,3.11%,2024-07-30
PTC,"Ptc Inc",22319260000,58.4,3.15,245540000,1.18,N/A,0.00%,2024-07-24
PVH,"Phillips-Van Heusen Corp",5795826000,9.47,11.05,663600000,2.14,0.15,0.14%,2024-06-04
PWR,"Quanta Services",36967364000,38.23,6.66,744690000,1.03,0.35,0.14%,2024-08-01
PYCR,"Paycor Hcm Inc",2289999000,85.6,0.15,-93220000.,0.41,N/A,0.00%,2024-08-21
PYPL,"Paypal Holdings",62511712000,14.95,3.99,4246000000,1.42,N/A,0.00%,2024-07-30
QCOM,"Qualcomm Inc",229616992000,28.11,7.25,7232000000,1.27,3.25,1.58%,2024-08-07
QDEL,"Quidelortho Corp",2093545000,11.53,2.69,-10100000.,0.07,N/A,0.00%,2024-08-13
QGEN,"Qiagen N.V.",9379143000,19.78,2.06,341300000,0.4,N/A,0.00%,2024-07-31
QRVO,"Qorvo Inc",11355942000,23.06,5.08,-70320000.,1.46,N/A,0.00%,2024-08-07
QS,"Quantumscape Corp",2522637000,0,-0.96,-445150000.,4.62,N/A,0.00%,2024-07-24
R,"Ryder System",5369051000,10.03,12.28,406000000,1.29,2.84,2.32%,2024-07-25
RARE,"Ultragenyx Pharmaceu",3398477000,0,-8.03,-606640000.,0.56,N/A,0.00%,2024-08-01
RBA,"Rb Global Inc",14078911000,46.55,1.66,206500000,0.91,1.08,1.40%,2024-08-01
RBC,"RBC Bearings Inc",7903191000,33.49,8.18,209900000,1.51,N/A,0.00%,2024-08-02
RBLX,"Roblox Corp Cl A",22871482000,0,-1.86,-1151950000.,1.59,N/A,0.00%,2024-08-01
RCL,"Royal Caribbean Cruises Ltd",40347176000,17.88,8.69,1697000000,2.62,N/A,0.00%,2024-07-25
RCM,"R1 Rcm Inc",4612742000,0,-0.08,3300000,0.85,N/A,0.00%,2024-08-07
REG,"Regency Centers Corp",11447060000,14.85,2.05,364560000,1.21,2.66,4.29%,2024-08-01
REGN,"Regeneron Pharmaceuticals",113957648000,27.6,37.11,3953600000,0.13,N/A,0.00%,2024-08-01
REXR,"Rexford Industrial Realty Inc",9915211000,20.18,1.09,238020000,0.92,1.595,3.50%,2024-07-17
REYN,"Reynolds Consumer Products Inc",5776694000,17.48,1.57,298000000,0.47,0.92,3.35%,2024-08-14
RF,"Regions Financial Corp",17867784000,9.75,2.04,2074000000,1.18,0.96,4.92%,2024-07-19
RGA,"Reinsurance Group of America Inc",13404461000,9.89,20.72,902000000,0.92,3.4,1.67%,2024-08-01
RGEN,"Repligen Corp",6709590000,88.15,1.37,41580000,0.95,N/A,0.00%,2024-08-07
RGLD,"Royal Gold Inc",8611023000,36.98,3.5,239440000,0.87,1.95,1.49%,2024-08-07
RH,"Rh Common Stock",4390277000,62.85,3.83,127560000,2.42,N/A,0.00%,2024-06-13
RHI,"Robert Half Inc",6638061000,19.06,3.34,411150000,1.25,2.02,3.19%,2024-07-23
RITM,"Rithm Capital Corp",5095858000,4.86,2.19,622260000,1.82,1,9.49%,2024-08-07
RIVN,"Rivian Automotive Inc Cl A",14720782000,0,-5.51,-5432000000.,2.08,N/A,0.00%,2024-08-06
RJF,"Raymond James Financial",24771676000,13.89,8.69,1739000000,1.02,1.77,1.48%,2024-07-24
RKT,"Rocket Companies Inc Cl A",27697800000,0,-0.05,-15510000.,2.43,N/A,0.00%,2024-08-01
RL,"Ralph Lauren Corp",10543391000,16.25,10.32,646300000,1.51,3.075,1.82%,2024-08-08
RLI,"Rli Corp",6309350000,26.53,5.2,304610000,0.41,3.1,2.25%,2024-07-22
RMD,"Resmed Inc",28608668000,26.12,7.25,897560000,0.66,1.92,0.99%,2024-08-01
RNG,"Ringcentral Inc",2572577000,0,-0.46,-165240000.,1.03,N/A,0.00%,2024-08-05
RNR,"Renaissancere Holdings Ltd",11182322000,5.17,41.07,2561130000,0.38,1.54,0.73%,2024-07-24
ROIV,"Roivant Sciences Ltd",7867389000,0,-1.25,4348930000,1.24,N/A,0.00%,2024-08-12
ROK,"Rockwell Automation Inc",30104770000,23.8,11.19,1387400000,1.37,4.93,1.87%,2024-08-06
ROKU,"Roku Inc",8949763000,0,-3.99,-709560000.,1.96,N/A,0.00%,2024-07-25
ROL,"Rollins Inc",24405192000,54.66,0.92,434960000,0.7,0.58,1.15%,2024-07-24
ROP,"Roper Industries",60219232000,32.55,17.22,1384200000,1.02,2.865,0.51%,2024-07-24
ROST,"Ross Stores Inc",48551844000,24.28,5.93,1874520000,1.08,1.405,0.97%,2024-08-15
RPM,"RPM International Inc",13634714000,22.63,4.74,478690000,1,1.8,1.70%,2024-07-25
RPRX,"Royalty Pharma Plc Cl A",15336209000,6.88,3.77,1134830000,0.46,0.82,3.19%,2024-08-13
RRC,"Range Resources Corp",8164398000,17.3,1.99,871140000,1.87,0.32,0.95%,2024-07-23
RRX,"Regal Rexnord Corp",8831061000,15.17,8.94,-57400000.,1.06,1.4,1.05%,2024-07-29
RS,"Reliance Inc",16108846000,13.12,21.52,1335900000,0.86,4.2,1.50%,2024-07-25
RSG,"Republic Services",61377100000,33.31,5.81,1731000000,0.69,2.14,1.10%,2024-07-24
RTX,"Rtx Corp",133442520000,19.49,5.17,3195000000,0.82,2.4,2.39%,2024-07-25
RVTY,"Revvity Inc",12778578000,22.2,4.62,693090000,1.05,0.28,0.27%,2024-08-06
RYAN,"Ryan Specialty Hldgs Inc",15100716000,39.09,1.47,61040000,0.62,0.45,0.78%,2024-08-01
RYN,"Rayonier Inc REIT",4146224000,70,0.4,173490000,1.05,1.34,4.81%,2024-08-07
S,"Sentinelone Inc Cl A",6366946000,0,-0.88,-338690000.,0.66,N/A,0.00%,2024-08-29
SAIA,"Saia Inc",12342942000,34.07,13.8,354860000,1.72,N/A,0.00%,2024-07-26
SAIC,"Science Applications International",5853141000,15.17,7.67,477000000,0.69,1.48,1.30%,2024-06-03
SAM,"Boston Beer Company",3527267000,33.2,8.93,76250000,1.03,N/A,0.00%,2024-07-25
SBAC,"SBA Communications",20503348000,14.52,5.1,501810000,0.65,3.66,1.92%,2024-07-29
SBUX,"Starbucks Corp",86141832000,20.95,3.64,4124500000,0.94,2.24,2.95%,2024-08-06
SCCO,"Southern Copper Corp",91199960000,38.56,3,2425200000,1.19,2.782,2.38%,2024-08-06
SCHW,"The Charles Schwab Corp",130096960000,25.21,2.94,5067000000,0.99,1,1.37%,2024-07-16
SCI,"Service Corp International",10150611000,20.43,3.43,537320000,0.84,1.17,1.68%,2024-08-06
SEB,"Seaboard Corp",2985726000,13.01,240.68,226000000,0.35,9,0.29%,2024-08-06
